GPA,SAT,Age,Gender,EssayScore,InterviewScore,ExtracurricularScore,RecommendationScore,LegacyStatus,FinancialAid,FirstGeneration,Race_American_Indian_or_Alaska_Native,Race_Asian,Race_Black_or_African_American,Race_Native_Hawaiian_or_Other_Pacific_Islander,Race_White,Ethnicity_Hispanic_or_Latino,Accept
3.99,1315,20,1,6,6,5,7,0,1,1,0,0,0,0,1,0,1
2.67,1361,17,0,7,7,4,8,0,3,0,0,0,1,0,0,0,1
2.87,926,18,0,8,5,5,5,0,2,0,1,0,0,0,0,0,0
3.16,1242,17,1,6,6,5,5,0,0,0,1,0,0,0,0,0,0
3.09,1320,18,1,4,5,9,6,0,1,0,0,0,0,0,0,1,1
3.32,1254,19,1,5,10,7,10,0,1,0,0,1,0,0,0,0,1
2.83,1210,17,1,9,8,8,10,0,0,1,0,0,0,0,0,1,1
3.62,1182,18,0,6,10,4,5,0,0,0,0,0,0,0,1,0,1
4.0,853,18,0,7,5,4,6,0,1,0,0,0,0,0,1,0,0
3.6,988,18,0,9,8,8,6,0,1,0,1,0,0,0,0,0,1
2.97,1213,25,0,2,5,10,3,0,1,0,0,0,0,1,0,0,0
2.82,1342,19,0,7,8,3,7,0,1,0,0,0,0,0,1,0,1
4.0,1203,18,0,7,7,6,7,0,3,1,0,0,0,0,1,0,1
3.45,1248,18,1,5,6,9,7,0,3,1,0,1,0,0,0,0,1
3.23,1451,20,1,8,7,7,4,0,1,0,0,0,0,0,1,0,1
3.49,1260,22,0,8,10,3,7,0,1,1,0,0,0,1,0,0,1
3.55,1318,18,1,7,7,5,6,0,3,1,0,0,1,0,0,0,1
2.49,1098,17,0,6,5,5,5,0,2,0,0,0,1,0,0,0,0
3.1,1341,18,1,1,7,4,6,0,3,0,0,0,0,0,1,0,0
3.53,1392,17,0,6,7,10,4,0,0,0,0,0,1,0,0,0,1
2.97,1309,17,0,10,10,5,6,0,2,1,0,0,0,1,0,0,1
2.36,1198,24,1,6,5,6,4,0,0,1,0,0,1,0,0,0,0
3.04,1503,25,0,8,9,8,6,1,0,1,1,0,0,0,0,0,1
3.85,1496,19,0,7,6,4,7,0,1,0,0,0,0,0,0,1,1
3.07,1151,17,0,5,10,8,6,0,0,0,0,0,0,1,0,0,1
3.75,1190,19,1,8,6,8,4,0,0,1,0,0,1,0,0,0,1
2.14,1096,17,1,8,6,7,4,0,1,0,0,0,1,0,0,0,0
2.77,1376,19,1,6,7,2,7,0,1,0,0,0,0,0,0,1,0
3.36,867,17,0,6,1,6,8,0,3,0,0,0,0,0,1,0,0
2.84,1342,18,0,8,8,8,6,0,1,0,0,0,1,0,0,0,1
3.05,1215,17,1,8,7,10,6,0,1,0,0,0,0,0,1,0,1
3.43,1263,20,1,10,8,7,6,0,1,0,0,0,0,1,0,0,1
3.89,910,20,0,10,7,7,8,0,1,0,0,0,0,0,0,1,1
2.49,1231,19,0,6,5,7,10,0,0,0,0,0,0,0,1,0,0
3.9,1246,20,0,7,2,5,6,0,1,0,1,0,0,0,0,0,1
3.21,1132,19,1,6,9,5,7,1,1,0,0,0,0,0,1,0,1
2.18,908,18,1,6,4,5,7,1,0,0,0,0,0,0,0,1,0
3.26,1077,20,1,5,2,5,5,0,0,1,1,0,0,0,0,0,0
4.0,1008,19,0,9,3,7,6,0,0,1,0,1,0,0,0,0,1
2.95,1249,17,1,7,2,7,7,0,0,0,1,0,0,0,0,0,0
3.79,1187,17,0,8,9,7,2,1,2,0,0,0,0,1,0,0,1
2.64,1112,17,1,6,5,8,6,0,0,0,0,1,0,0,0,0,0
3.26,1128,18,1,8,8,8,8,0,0,0,1,0,0,0,0,0,1
3.45,1078,21,1,8,8,5,7,1,3,0,0,0,1,0,0,0,1
4.0,1315,19,0,8,8,5,3,0,1,0,0,0,0,0,1,0,1
3.1,1178,18,0,5,8,6,6,0,2,0,1,0,0,0,0,0,0
2.12,1265,21,0,6,3,8,7,0,2,0,0,0,1,0,0,0,0
3.16,1112,19,1,6,6,8,8,0,1,1,1,0,0,0,0,0,1
2.91,1209,18,0,8,8,10,9,1,0,0,0,0,0,1,0,0,1
2.62,1393,17,1,8,7,6,6,0,1,0,0,0,0,0,0,1,1
4.0,1049,19,1,10,6,10,6,0,0,0,0,0,0,0,1,0,1
3.27,1126,18,1,3,8,8,5,0,1,1,0,0,0,0,1,0,0
2.61,1008,17,1,5,9,6,8,0,0,0,0,1,0,0,0,0,0
3.37,1169,18,0,9,10,5,1,0,1,0,0,0,0,0,1,0,1
3.38,1171,17,0,5,7,7,10,0,2,0,1,0,0,0,0,0,1
3.09,1006,17,0,7,5,6,6,0,0,0,0,1,0,0,0,0,0
3.41,1079,18,0,7,6,4,7,0,0,0,0,0,0,0,1,0,0
2.44,1313,20,1,9,6,6,6,0,1,1,0,0,0,0,1,0,0
2.66,1192,18,0,6,7,3,7,0,0,0,0,0,0,0,0,1,0
3.3,1297,18,0,4,9,4,6,0,1,0,0,0,0,0,1,0,1
3.28,1105,18,1,8,7,7,7,0,3,1,0,0,1,0,0,0,1
3.04,1128,18,0,5,6,10,7,0,0,0,1,0,0,0,0,0,0
3.24,1223,18,0,7,7,6,7,0,2,0,0,0,1,0,0,0,1
3.54,1263,18,1,6,7,6,6,0,0,1,0,0,0,0,0,1,1
3.4,1273,17,0,4,5,8,10,0,1,1,0,0,0,0,1,0,1
3.96,961,18,1,7,7,7,9,0,1,1,0,0,1,0,0,0,1
3.51,1049,21,1,9,7,5,8,0,3,0,0,0,0,1,0,0,1
3.87,1246,18,1,7,9,10,4,0,1,1,0,0,0,0,0,1,1
3.02,1150,19,1,8,5,6,7,0,3,0,0,0,0,1,0,0,0
3.16,1304,18,1,6,5,4,5,0,0,1,0,0,0,1,0,0,0
3.66,988,18,1,6,6,5,8,1,2,0,0,1,0,0,0,0,1
3.2,1495,17,0,7,10,2,7,0,0,1,1,0,0,0,0,0,1
2.96,1091,17,0,5,4,8,9,0,1,0,1,0,0,0,0,0,0
3.67,1288,20,1,8,4,5,7,0,0,0,0,0,0,0,0,1,1
3.34,1153,17,1,4,8,8,7,1,3,0,0,0,0,0,1,0,1
2.41,1234,18,0,5,8,10,7,0,1,0,1,0,0,0,0,0,0
3.67,1412,18,1,7,8,6,9,0,0,1,1,0,0,0,0,0,1
3.11,1490,17,0,6,8,6,6,1,2,0,0,0,0,1,0,0,1
2.92,1322,18,0,6,8,7,7,0,0,0,0,1,0,0,0,0,1
3.09,1256,21,1,6,7,5,4,0,0,1,0,0,0,1,0,0,0
2.81,1181,18,1,10,9,2,5,0,1,0,1,0,0,0,0,0,0
2.68,1263,18,1,6,8,10,4,0,1,0,0,0,0,0,0,1,0
3.28,1221,18,0,8,7,10,8,0,0,1,0,1,0,0,0,0,1
2.32,1238,18,1,6,5,9,7,0,0,1,0,0,0,1,0,0,0
3.78,1428,24,0,6,6,8,7,0,1,1,0,0,0,0,0,1,1
2.66,1355,18,0,10,9,7,7,0,1,1,1,0,0,0,0,0,1
2.0,1036,17,1,6,7,7,5,0,3,0,0,1,0,0,0,0,0
2.55,1406,18,0,7,6,7,2,0,2,0,0,0,0,0,1,0,0
3.04,1180,23,0,8,6,8,8,1,2,0,0,0,1,0,0,0,1
3.29,1242,21,1,7,7,7,8,0,2,0,1,0,0,0,0,0,1
3.21,1345,25,1,5,7,9,2,0,2,1,0,0,1,0,0,0,1
4.0,1093,17,0,7,6,8,5,1,2,0,0,0,0,0,1,0,1
3.85,1235,17,0,5,10,7,2,0,0,0,0,0,1,0,0,0,1
4.0,815,18,1,2,6,7,6,0,0,0,0,0,0,0,1,0,0
3.63,1165,17,0,7,8,5,5,0,0,1,0,1,0,0,0,0,1
3.54,1192,18,1,3,4,4,5,0,0,0,0,0,0,1,0,0,0
2.62,1162,17,1,9,3,7,6,0,0,1,0,0,0,0,0,1,0
2.52,1012,21,1,10,7,9,10,0,0,0,0,1,0,0,0,0,0
3.93,1278,18,1,8,2,6,5,0,0,0,0,0,0,0,1,0,1
3.23,915,18,0,10,8,8,6,0,1,0,0,0,0,0,1,0,0
2.1,1014,17,1,6,5,5,7,1,2,0,0,0,0,0,1,0,0
3.4,1584,18,0,9,6,7,6,0,0,0,1,0,0,0,0,0,1
2.84,1428,17,0,9,6,8,6,0,2,0,0,0,0,0,0,1,1
2.71,1084,23,1,4,4,5,10,0,1,0,0,0,1,0,0,0,0
3.85,1342,17,0,8,10,7,8,0,3,0,0,0,1,0,0,0,1
3.83,1055,21,0,7,6,7,10,0,0,1,0,0,1,0,0,0,1
3.71,1199,18,0,5,3,7,2,0,1,0,0,0,1,0,0,0,0
3.45,1135,19,0,7,2,8,9,1,2,0,0,0,0,0,0,1,1
3.46,1350,17,1,6,7,9,4,0,1,0,0,0,0,0,0,1,1
2.99,1194,17,1,7,8,8,9,0,2,0,0,0,0,1,0,0,1
3.02,1546,19,0,4,6,4,10,0,1,0,0,0,0,0,0,1,1
3.66,1428,18,0,9,3,5,2,0,3,0,0,0,0,1,0,0,1
2.66,1076,17,1,4,7,9,8,0,1,0,0,1,0,0,0,0,0
3.42,934,17,0,5,4,10,7,0,1,1,0,0,1,0,0,0,0
3.15,1328,17,0,7,6,9,6,0,2,1,0,0,0,0,1,0,1
3.44,1285,21,1,7,6,8,6,0,3,0,1,0,0,0,0,0,1
3.33,1296,17,0,7,7,6,7,0,1,1,0,0,1,0,0,0,1
4.0,1211,17,0,3,6,4,7,0,0,0,0,0,0,0,1,0,1
3.59,1272,17,1,5,3,6,5,0,0,0,0,0,0,0,1,0,1
2.58,1082,21,0,8,3,3,6,0,3,1,0,1,0,0,0,0,0
3.54,1348,21,1,3,8,6,5,0,1,0,0,0,1,0,0,0,1
3.02,1421,19,1,8,5,5,5,0,0,0,0,0,0,0,0,1,1
2.48,1317,19,0,9,5,9,4,0,2,1,0,0,0,1,0,0,0
3.31,1091,17,1,5,7,8,9,0,1,0,0,0,0,1,0,0,1
2.27,1248,17,1,4,3,8,9,0,2,1,0,0,0,1,0,0,0
3.79,1184,17,0,4,5,6,7,1,1,1,0,1,0,0,0,0,1
3.05,1201,18,0,5,8,7,6,0,3,0,1,0,0,0,0,0,0
4.0,1185,17,1,4,5,8,3,1,2,0,0,0,0,0,1,0,1
2.94,1309,20,1,6,3,9,4,0,0,0,0,0,1,0,0,0,0
3.55,1333,17,1,6,9,10,6,0,0,1,0,0,0,0,0,1,1
2.76,967,17,0,7,8,3,7,0,1,0,0,0,1,0,0,0,0
3.41,1002,19,1,4,10,7,10,0,2,0,0,0,0,1,0,0,1
2.74,1224,24,0,5,3,1,6,0,1,1,0,1,0,0,0,0,0
3.61,1049,17,0,5,3,3,5,0,1,1,0,0,0,1,0,0,0
3.26,1321,18,0,5,8,6,6,0,0,0,0,0,0,1,0,0,1
2.5,820,17,0,8,5,5,8,0,0,0,0,0,0,0,0,1,0
2.62,957,18,0,4,7,10,10,0,3,0,0,0,0,1,0,0,0
2.78,1149,17,1,7,5,7,6,0,0,1,0,0,0,0,0,1,0
4.0,1173,18,1,8,8,8,8,0,0,1,0,0,0,0,0,1,1
4.0,1152,18,0,7,4,3,5,0,2,0,0,0,0,0,1,0,1
3.76,868,18,0,9,7,4,8,0,1,0,1,0,0,0,0,0,0
3.24,811,19,1,3,4,8,8,1,0,0,0,0,0,0,1,0,0
2.46,1152,18,1,5,5,7,6,0,0,0,0,0,0,0,1,0,0
2.38,1116,21,1,7,7,7,7,1,1,0,0,0,0,0,1,0,0
3.06,1090,17,0,10,9,6,3,0,0,1,0,0,0,0,0,1,0
2.6,1220,18,0,6,7,4,8,0,0,1,0,0,0,1,0,0,0
4.0,1146,17,1,7,6,8,5,0,0,0,1,0,0,0,0,0,1
2.0,1023,18,1,5,7,3,6,1,3,0,0,0,0,0,0,1,0
3.57,1130,19,1,4,6,6,4,0,0,0,0,0,0,0,1,0,0
3.04,1351,18,0,6,7,6,8,0,0,0,0,1,0,0,0,0,1
3.57,1396,18,0,5,8,6,7,0,1,0,0,0,0,0,0,1,1
2.76,1142,18,0,10,7,9,7,0,2,1,0,1,0,0,0,0,1
3.29,1364,19,0,2,7,4,8,0,1,0,1,0,0,0,0,0,1
3.15,1288,18,0,6,8,7,10,0,1,1,0,1,0,0,0,0,1
3.46,1024,17,0,8,10,6,5,0,1,0,0,0,0,0,0,1,1
3.03,1084,21,0,6,10,6,7,0,3,0,0,0,1,0,0,0,0
3.14,1250,18,1,9,5,7,5,0,2,1,0,0,1,0,0,0,1
2.51,848,18,1,5,8,7,5,0,2,1,0,0,0,0,1,0,0
3.41,1300,18,0,10,5,3,9,1,2,1,0,0,0,0,0,1,1
3.35,1276,21,1,6,7,4,6,0,1,1,0,0,1,0,0,0,1
3.35,1251,18,0,5,7,5,8,0,2,0,1,0,0,0,0,0,1
3.03,1219,17,1,9,9,6,6,0,2,1,0,0,1,0,0,0,1
3.56,1250,19,1,9,6,7,5,0,0,0,0,0,1,0,0,0,1
2.61,1226,18,1,7,6,8,8,1,2,0,0,0,1,0,0,0,0
3.17,1083,18,1,9,2,6,5,0,0,1,1,0,0,0,0,0,0
3.86,1031,18,1,5,6,10,6,0,1,0,0,0,0,0,0,1,1
2.43,1290,17,1,6,7,7,6,0,0,1,0,0,0,0,1,0,0
3.06,1110,18,0,7,6,8,3,0,0,1,1,0,0,0,0,0,0
3.81,1343,18,0,6,7,3,7,0,2,0,0,0,0,0,0,1,1
3.51,1306,19,1,10,9,8,7,0,3,0,0,1,0,0,0,0,1
3.82,1240,20,0,10,5,9,9,0,0,0,0,0,0,1,0,0,1
2.9,1243,18,0,6,7,8,4,0,3,0,0,0,0,0,1,0,0
3.72,1047,18,1,7,4,5,5,0,0,0,0,1,0,0,0,0,0
3.54,1190,18,1,8,10,7,9,0,1,1,0,0,0,0,0,1,1
3.56,1288,18,1,9,7,5,7,0,1,1,0,0,1,0,0,0,1
3.04,1203,18,1,9,9,6,4,0,0,0,0,0,0,0,1,0,1
2.61,1219,18,0,6,6,6,6,0,1,1,1,0,0,0,0,0,0
3.39,1339,18,1,6,5,7,6,0,1,0,0,0,0,0,0,1,1
2.46,1328,17,1,6,9,6,4,0,1,0,0,1,0,0,0,0,0
3.33,1337,18,1,6,8,9,7,0,1,0,0,0,0,1,0,0,1
3.61,1283,17,0,5,6,10,5,0,1,0,1,0,0,0,0,0,1
2.59,1049,18,0,8,7,3,9,1,1,1,0,0,0,1,0,0,0
2.7,1226,18,0,3,10,9,8,0,1,1,0,0,0,0,1,0,1
3.82,1067,21,0,6,7,10,10,0,0,0,0,0,0,0,0,1,1
3.49,1046,18,0,5,8,6,4,0,1,0,0,0,0,1,0,0,0
3.9,1360,17,0,9,5,4,10,0,2,0,0,0,0,0,1,0,1
3.71,1323,19,1,4,4,8,8,0,0,0,1,0,0,0,0,0,1
3.85,1011,17,1,6,7,4,7,0,1,1,0,0,0,1,0,0,1
3.53,1275,23,0,6,4,7,7,0,1,0,0,0,0,1,0,0,1
2.86,1474,19,0,10,7,8,9,0,1,1,0,0,0,0,0,1,1
3.77,1165,18,1,10,7,5,2,0,1,0,0,0,0,1,0,0,1
3.16,1119,20,0,10,8,5,6,0,2,0,0,0,0,1,0,0,1
2.19,842,20,0,8,3,8,6,0,2,0,0,0,0,0,1,0,0
2.54,1107,18,1,4,6,5,7,1,0,0,0,0,1,0,0,0,0
2.64,1101,17,1,7,7,7,7,0,3,0,0,0,0,0,1,0,0
3.2,1414,17,0,4,8,10,7,0,2,0,0,0,0,1,0,0,1
3.9,1043,17,0,8,7,6,6,1,1,1,0,0,1,0,0,0,1
2.35,1122,17,1,4,8,10,6,0,0,1,0,1,0,0,0,0,0
2.54,948,18,1,6,7,10,10,0,1,0,0,0,0,0,1,0,0
3.28,800,18,1,7,3,7,9,1,2,0,0,0,0,0,0,1,0
3.52,1177,21,0,6,8,4,5,0,2,0,0,0,0,1,0,0,1
2.75,1208,17,0,8,5,4,7,0,1,0,1,0,0,0,0,0,0
3.59,1046,23,0,5,8,10,2,1,3,1,0,0,0,0,1,0,1
3.23,1060,17,0,6,9,6,7,0,1,1,0,1,0,0,0,0,0
2.09,1198,18,0,10,9,4,10,0,0,1,0,0,1,0,0,0,0
3.05,1472,18,1,6,7,7,6,0,0,0,0,0,0,0,0,1,1
3.54,1271,17,0,4,7,6,6,0,2,0,0,0,0,1,0,0,1
3.85,1156,17,0,5,5,5,8,0,0,0,0,0,0,1,0,0,1
3.65,1190,18,1,7,3,9,6,0,0,0,0,1,0,0,0,0,1
3.1,1194,18,1,7,6,4,5,0,2,0,0,0,0,1,0,0,0
3.57,1070,17,0,4,4,8,6,0,3,0,0,0,0,0,0,1,0
3.11,1175,21,0,6,3,6,8,0,1,1,0,0,0,1,0,0,0
2.3,998,19,0,5,1,8,7,0,0,1,1,0,0,0,0,0,0
2.88,1093,17,0,8,3,10,8,0,1,0,0,0,0,0,0,1,0
2.57,1312,19,0,6,6,9,8,0,2,0,0,0,0,0,1,0,1
3.5,1255,18,0,6,5,7,9,0,1,0,0,1,0,0,0,0,1
2.68,1532,18,0,9,7,6,6,0,1,0,1,0,0,0,0,0,1
3.46,1094,17,0,6,9,3,8,0,1,0,0,0,1,0,0,0,1
3.98,1372,18,1,9,7,9,10,0,0,1,0,1,0,0,0,0,1
2.95,1291,18,1,4,9,9,10,0,2,1,0,0,0,1,0,0,1
3.59,1181,23,0,6,6,6,7,0,1,0,0,0,0,1,0,0,1
2.84,1125,19,1,7,4,6,5,0,0,1,0,0,0,0,1,0,0
2.77,1379,18,1,7,5,3,8,0,0,1,1,0,0,0,0,0,0
3.65,1319,19,0,7,6,10,6,0,0,0,0,1,0,0,0,0,1
3.74,1132,17,0,4,3,8,8,0,3,1,0,0,0,0,1,0,1
2.58,980,18,0,7,5,8,6,0,0,1,0,0,0,0,0,1,0
3.54,926,22,0,8,7,8,10,0,0,0,1,0,0,0,0,0,1
3.12,1084,18,1,7,6,4,4,0,0,0,0,0,0,1,0,0,0
2.69,1247,18,0,4,8,8,6,1,0,0,1,0,0,0,0,0,0
3.83,1070,17,1,4,4,7,7,0,1,0,0,0,0,0,1,0,1
4.0,1052,17,1,4,4,5,5,1,0,0,0,0,1,0,0,0,0
2.94,1242,17,0,9,5,9,5,0,0,0,0,0,0,1,0,0,1
2.84,1015,17,1,8,9,9,7,0,3,0,0,0,1,0,0,0,0
2.08,1090,23,0,7,5,8,6,0,3,0,0,0,0,1,0,0,0
3.38,958,17,0,8,7,5,10,1,0,1,0,1,0,0,0,0,1
3.0,1151,17,0,7,8,7,6,0,0,0,0,0,0,0,1,0,0
3.58,1064,18,1,6,4,9,8,0,3,0,0,0,0,0,1,0,1
3.55,1108,18,0,4,5,1,5,0,0,0,0,0,0,0,1,0,0
3.42,1069,17,0,7,3,4,7,0,1,0,0,0,0,0,1,0,0
3.27,1248,18,0,8,6,5,9,0,3,0,0,1,0,0,0,0,1
3.13,1349,18,1,5,7,8,10,0,0,0,0,0,0,0,0,1,1
2.36,1231,18,0,8,10,6,9,0,1,0,0,0,0,0,0,1,0
2.87,1243,17,1,6,7,9,8,0,0,1,0,1,0,0,0,0,1
2.07,1220,20,1,4,6,8,6,0,0,0,0,0,0,0,1,0,0
3.91,962,18,0,6,4,6,7,1,2,1,0,0,0,1,0,0,1
2.87,1198,25,1,7,4,9,7,0,1,0,0,0,1,0,0,0,0
3.12,1201,21,1,10,5,6,5,0,1,0,0,0,1,0,0,0,1
2.84,1293,17,0,7,7,9,4,1,1,1,0,0,0,0,0,1,1
3.87,1065,19,1,8,10,4,9,0,0,0,0,0,0,1,0,0,1
3.35,1176,18,1,7,7,5,5,0,2,0,0,0,0,1,0,0,1
2.63,986,17,1,7,5,6,8,0,1,1,0,0,0,0,1,0,0
2.22,1269,18,0,6,9,6,6,0,2,1,0,1,0,0,0,0,0
2.83,1038,18,1,8,6,6,8,0,2,0,1,0,0,0,0,0,0
3.12,1061,17,0,5,5,7,6,0,1,0,0,0,0,1,0,0,0
2.12,1019,20,1,6,7,6,10,0,1,0,1,0,0,0,0,0,0
3.73,1270,18,1,6,4,9,7,0,0,0,0,0,0,0,0,1,1
2.84,1237,19,0,7,10,4,5,0,2,1,0,0,1,0,0,0,0
3.36,1111,18,0,7,5,8,7,1,1,0,0,0,1,0,0,0,1
2.96,1406,18,0,7,5,6,7,0,2,0,1,0,0,0,0,0,1
2.73,1286,17,0,7,8,4,3,0,1,1,0,0,0,0,0,1,0
3.54,1450,19,1,2,4,7,5,0,1,1,0,0,0,0,0,1,1
2.74,1122,18,0,7,6,9,6,0,1,0,0,0,0,1,0,0,0
3.04,1104,18,1,7,5,8,9,0,1,0,1,0,0,0,0,0,0
4.0,1224,18,1,5,9,6,8,0,0,0,0,0,1,0,0,0,1
3.38,1151,18,1,6,4,6,5,0,2,0,0,0,1,0,0,0,0
3.26,1284,19,0,7,5,10,9,1,1,0,0,0,0,0,0,1,1
2.66,1103,17,0,7,3,5,10,0,0,0,0,0,1,0,0,0,0
3.35,1054,18,0,7,6,4,5,0,0,1,0,0,0,0,1,0,0
3.21,1316,21,0,6,7,9,5,0,0,0,0,1,0,0,0,0,1
3.21,1176,17,0,4,7,4,5,0,2,0,1,0,0,0,0,0,0
3.29,1208,17,1,6,9,9,5,0,2,0,0,0,0,0,1,0,1
2.78,1241,18,1,3,5,4,5,0,0,1,0,0,1,0,0,0,0
3.43,1311,23,0,4,6,7,7,0,1,0,0,0,1,0,0,0,1
3.1,1421,19,1,7,8,10,5,1,2,0,0,0,0,0,1,0,1
2.9,1119,17,0,6,10,9,8,0,1,0,0,1,0,0,0,0,1
3.59,1237,19,0,9,3,6,7,0,0,1,0,0,0,1,0,0,1
2.91,1119,19,1,10,4,7,7,0,0,1,0,0,0,1,0,0,0
3.29,1273,18,0,8,6,9,5,0,0,0,0,0,0,0,1,0,1
2.58,1210,19,1,9,10,7,7,0,0,1,0,0,0,1,0,0,1
3.99,1138,20,0,7,6,7,6,0,2,0,0,1,0,0,0,0,1
3.3,1065,17,1,5,6,7,5,1,0,0,0,0,1,0,0,0,0
3.02,1536,17,0,9,8,9,6,0,0,0,0,0,0,0,0,1,1
3.63,1220,18,0,7,10,6,3,0,1,0,0,0,0,0,1,0,1
3.75,1173,17,1,7,6,9,7,0,1,0,0,1,0,0,0,0,1
3.93,932,19,1,5,7,4,10,0,2,1,0,0,1,0,0,0,1
3.88,992,17,0,6,7,10,7,0,2,0,0,1,0,0,0,0,1
3.33,1047,18,0,3,8,6,6,1,0,0,0,0,0,0,0,1,0
2.49,1253,18,0,4,6,6,9,0,1,0,0,0,0,1,0,0,0
3.16,978,17,1,7,6,3,4,0,1,0,0,1,0,0,0,0,0
2.46,1318,17,1,6,8,9,6,0,0,0,0,0,0,0,0,1,0
2.61,1187,17,1,4,8,7,7,0,0,0,1,0,0,0,0,0,0
2.95,1254,18,0,9,7,7,6,0,2,1,0,0,0,0,1,0,1
3.78,957,18,0,5,5,8,9,0,1,1,0,0,0,0,0,1,1
3.5,1304,18,0,7,10,6,4,0,2,0,1,0,0,0,0,0,1
3.42,1241,18,0,10,5,6,4,1,0,0,0,0,1,0,0,0,1
3.05,1187,18,1,4,7,7,8,0,2,0,0,0,0,0,1,0,0
3.44,1114,17,0,5,5,5,8,0,0,0,0,0,0,0,1,0,0
3.11,1146,17,0,5,5,6,10,0,0,0,0,0,0,1,0,0,0
2.57,1185,17,0,2,5,8,7,0,1,0,1,0,0,0,0,0,0
3.26,1206,18,0,4,4,5,7,1,1,0,0,1,0,0,0,0,0
3.61,1243,18,1,3,6,9,4,1,2,0,1,0,0,0,0,0,1
3.0,1229,18,1,6,7,2,7,0,3,0,0,0,0,1,0,0,0
3.07,1096,18,1,8,8,6,5,0,2,0,0,0,0,0,1,0,0
3.77,1084,20,0,4,8,4,7,0,1,0,0,0,0,0,0,1,1
2.82,1019,19,1,6,2,6,8,1,0,1,0,0,0,0,0,1,0
2.51,1335,23,1,7,4,7,6,0,1,1,0,0,1,0,0,0,0
2.66,1324,19,1,6,7,7,2,0,1,0,0,0,0,0,0,1,0
3.42,1059,17,0,7,6,7,8,0,0,0,0,0,0,0,1,0,1
3.25,1519,20,0,8,7,5,7,0,1,0,0,0,0,0,1,0,1
2.98,863,18,0,6,5,7,9,0,2,0,0,0,0,0,0,1,0
3.51,1209,17,1,7,6,9,7,1,1,0,0,0,0,1,0,0,1
3.29,1421,18,0,10,7,6,6,0,0,0,0,0,0,0,1,0,1
2.93,1102,20,0,7,4,6,7,0,0,0,0,0,0,1,0,0,0
3.67,1091,17,1,7,8,7,1,0,0,0,1,0,0,0,0,0,1
3.46,1599,17,1,5,6,5,4,0,1,1,0,1,0,0,0,0,1
3.43,983,19,0,10,7,8,7,0,0,0,1,0,0,0,0,0,1
3.32,1173,18,1,10,9,9,4,0,0,0,0,0,0,1,0,0,1
3.25,1001,17,1,10,4,7,8,0,3,1,0,0,0,1,0,0,0
3.19,1231,18,0,8,3,5,6,0,0,0,0,0,1,0,0,0,0
3.65,1206,19,1,4,8,7,9,0,0,0,0,0,0,0,0,1,1
4.0,1330,18,1,5,7,7,7,1,0,0,0,0,0,0,1,0,1
2.65,1203,17,1,7,7,7,6,1,0,0,0,0,0,0,0,1,0
3.06,1199,18,0,6,10,8,6,0,0,0,0,0,0,0,0,1,1
3.13,1394,17,1,6,5,6,6,0,1,0,1,0,0,0,0,0,1
3.2,1099,17,1,4,5,9,6,0,1,0,0,0,1,0,0,0,0
4.0,1163,18,0,7,8,7,5,0,3,1,0,0,0,0,1,0,1
4.0,1399,17,0,5,6,4,8,0,3,0,0,0,1,0,0,0,1
2.58,1559,17,1,8,5,7,7,0,0,0,0,1,0,0,0,0,1
3.54,1190,21,1,6,8,2,6,0,0,1,0,0,0,0,1,0,1
4.0,1333,18,1,10,5,6,6,0,0,0,0,0,0,0,0,1,1
3.59,1331,24,1,5,6,6,5,0,0,0,0,0,0,0,0,1,1
2.6,1255,18,0,7,8,5,7,0,2,1,0,1,0,0,0,0,0
3.42,1208,20,1,6,7,2,9,1,2,1,0,1,0,0,0,0,1
3.63,1289,17,1,6,6,7,5,0,0,0,0,0,0,0,0,1,1
2.93,1409,17,0,9,6,4,3,0,1,0,1,0,0,0,0,0,1
2.87,842,17,0,9,6,10,4,0,3,0,0,0,0,0,1,0,0
2.97,867,17,1,5,6,6,7,0,0,0,0,0,0,0,1,0,0
2.97,1431,18,0,9,9,7,6,0,0,0,0,0,0,0,0,1,1
3.07,1060,18,1,4,5,8,8,0,1,0,0,0,0,0,1,0,0
3.12,1385,18,1,4,4,8,7,0,1,0,0,0,0,0,1,0,1
3.12,1300,18,0,6,10,5,5,0,3,1,0,0,0,0,1,0,1
3.42,1203,17,0,8,3,10,8,0,0,0,0,0,1,0,0,0,1
2.89,1329,18,0,5,10,5,10,1,0,0,0,0,1,0,0,0,1
2.59,1100,17,0,4,9,8,3,0,0,0,0,0,0,0,1,0,0
3.17,1295,17,1,7,6,5,7,0,0,1,0,0,0,0,1,0,1
4.0,1205,17,1,5,6,5,6,0,0,0,0,0,1,0,0,0,1
3.54,1236,19,0,4,5,8,9,0,0,0,1,0,0,0,0,0,1
3.52,1337,18,1,7,6,6,7,0,1,0,0,0,1,0,0,0,1
3.57,1301,18,0,6,8,7,8,0,0,1,0,0,0,1,0,0,1
3.59,1176,17,1,8,6,4,4,0,0,0,0,1,0,0,0,0,1
2.09,1478,17,0,7,7,5,8,0,1,0,0,0,0,0,1,0,0
3.11,1232,17,0,6,5,7,6,0,0,0,1,0,0,0,0,0,0
2.96,1225,19,0,7,7,6,5,0,0,1,1,0,0,0,0,0,0
2.61,1191,19,1,8,9,8,3,0,1,0,0,1,0,0,0,0,0
3.58,1084,18,1,5,5,9,6,0,0,0,0,1,0,0,0,0,1
