GPA,SAT,Age,Gender,EssayScore,InterviewScore,ExtracurricularScore,RecommendationScore,LegacyStatus,FinancialAid,FirstGeneration,Race_American_Indian_or_Alaska_Native,Race_Asian,Race_Black_or_African_American,Race_Native_Hawaiian_or_Other_Pacific_Islander,Race_White,Ethnicity_Hispanic_or_Latino,Admitted
2.0,1169,18,0,6,8,8,8,1,1,0,0,0,0,0,0,1,0
3.88,1175,17,0,7,3,3,4,0,1,0,0,0,1,0,0,0,1
3.66,1048,21,0,10,5,5,4,0,0,0,0,0,0,1,0,0,1
2.33,1514,17,0,8,8,3,7,0,1,1,0,0,0,0,1,0,1
2.17,1279,18,1,8,8,5,6,1,1,0,1,0,0,0,0,0,0
2.23,1037,22,1,9,6,8,3,0,0,0,1,0,0,0,0,0,0
3.52,1226,18,1,5,7,6,7,0,0,0,0,0,0,1,0,0,1
3.57,1026,18,0,6,4,9,4,0,2,1,0,0,0,0,1,0,1
2.74,1458,17,0,5,4,8,10,0,2,0,0,0,0,1,0,0,1
3.45,1229,19,0,5,2,7,2,0,1,0,0,0,0,0,1,0,0
3.28,1053,18,1,6,8,9,7,0,2,0,1,0,0,0,0,0,0
3.02,1304,19,1,5,6,9,4,0,1,1,0,0,0,1,0,0,0
3.69,1158,17,0,7,7,7,8,0,2,0,0,0,0,1,0,0,1
2.6,1006,18,1,7,1,7,6,0,0,0,1,0,0,0,0,0,0
3.77,1257,19,1,4,6,8,9,0,3,1,0,0,0,0,1,0,1
2.84,1252,24,1,6,8,4,8,0,1,0,0,1,0,0,0,0,1
4.0,1370,17,0,6,2,6,4,0,1,0,1,0,0,0,0,0,1
2.7,1209,19,1,4,7,6,5,0,1,0,0,0,0,0,0,1,0
3.02,1216,18,1,5,6,6,6,1,0,0,1,0,0,0,0,0,0
3.23,1224,18,0,8,6,5,6,0,2,0,0,1,0,0,0,0,1
3.23,1439,17,1,8,9,8,6,0,0,1,1,0,0,0,0,0,1
3.45,1153,18,0,3,9,7,8,0,0,0,1,0,0,0,0,0,1
2.56,1270,18,1,7,10,7,7,0,1,1,0,0,0,0,0,1,0
3.18,1292,18,0,4,4,9,5,0,0,1,0,0,1,0,0,0,1
3.27,1252,17,0,6,7,6,5,0,0,1,0,0,1,0,0,0,1
2.94,1147,17,1,6,9,6,5,0,2,0,0,0,0,0,1,0,0
3.4,1218,21,1,8,5,9,7,0,3,0,0,0,0,0,0,1,1
2.53,1185,25,1,6,10,4,6,1,1,1,0,0,0,0,1,0,0
3.04,1493,19,0,4,7,7,10,0,2,1,0,0,0,0,0,1,1
2.82,1131,17,0,4,3,5,6,0,3,1,0,0,0,0,1,0,0
3.04,1063,18,0,7,4,7,7,0,1,0,0,0,1,0,0,0,0
3.92,1199,19,1,5,5,8,3,0,3,0,1,0,0,0,0,0,1
3.93,1188,23,0,6,6,8,4,0,0,1,1,0,0,0,0,0,1
3.84,1229,18,1,8,9,9,4,0,2,1,0,0,0,0,0,1,1
2.97,1131,19,0,7,6,6,5,0,0,0,0,0,0,0,1,0,0
3.65,1216,24,0,10,9,6,4,0,2,0,0,0,1,0,0,0,1
3.26,1219,20,1,4,7,8,4,0,2,0,0,0,0,1,0,0,0
3.22,1335,17,0,5,7,8,8,0,1,0,0,0,0,0,1,0,1
3.16,1213,17,1,7,6,4,5,0,1,1,0,0,1,0,0,0,0
4.0,1215,18,0,10,8,7,6,0,2,0,0,1,0,0,0,0,1
3.88,1277,18,1,5,7,6,8,0,2,0,0,0,0,0,1,0,1
3.57,1330,17,1,7,5,7,8,0,0,1,1,0,0,0,0,0,1
3.11,1052,17,1,9,7,6,7,0,2,0,0,0,0,1,0,0,0
3.22,1012,19,1,7,6,5,7,0,0,1,0,0,0,0,0,1,0
3.47,1454,18,1,9,5,4,8,0,2,1,1,0,0,0,0,0,1
2.94,1305,18,1,10,9,6,7,0,0,1,0,0,0,0,0,1,1
3.67,1167,18,1,7,6,7,9,0,0,0,0,0,0,1,0,0,1
2.74,1202,18,0,7,10,5,2,0,0,0,0,0,0,1,0,0,0
3.4,1141,19,1,8,8,9,6,0,1,0,0,0,1,0,0,0,1
2.06,1231,17,0,5,5,10,7,0,2,0,0,1,0,0,0,0,0
2.92,1054,19,0,4,5,7,6,0,0,0,1,0,0,0,0,0,0
4.0,1326,18,0,7,4,6,7,0,2,0,0,0,1,0,0,0,1
3.72,1226,17,0,5,8,5,6,0,3,0,0,0,0,0,0,1,1
3.97,1231,19,1,9,5,7,8,0,2,0,0,0,0,0,0,1,1
2.87,1065,18,0,7,2,9,5,1,1,1,0,0,0,0,1,0,0
3.25,1278,18,1,9,3,10,6,0,1,1,1,0,0,0,0,0,1
3.84,1069,18,1,4,4,9,9,0,0,0,0,0,0,1,0,0,1
3.52,1096,18,0,9,7,8,9,0,0,1,0,0,0,0,0,1,1
3.45,1213,18,0,2,6,7,7,1,2,0,0,0,0,0,1,0,1
4.0,1576,19,0,4,8,4,5,1,0,1,0,0,0,1,0,0,1
2.68,1225,17,0,8,5,6,3,0,3,0,1,0,0,0,0,0,0
3.11,814,24,0,5,6,6,6,0,0,0,0,1,0,0,0,0,0
2.32,1103,18,1,6,10,6,8,0,0,0,1,0,0,0,0,0,0
2.65,1302,17,1,7,6,5,5,0,0,0,0,0,1,0,0,0,0
3.74,1030,17,0,9,7,8,7,0,2,0,0,0,0,0,0,1,1
2.74,1324,18,0,3,5,6,6,0,1,0,0,0,1,0,0,0,0
3.57,1223,18,1,9,6,6,3,0,0,0,0,0,1,0,0,0,1
4.0,1348,17,0,9,7,5,7,0,1,0,0,0,0,1,0,0,1
3.11,1116,17,1,5,8,7,7,0,3,0,0,0,0,0,1,0,0
3.46,1104,19,0,5,7,9,7,1,1,0,0,0,0,1,0,0,1
3.57,1284,17,0,6,6,6,10,0,0,0,0,0,1,0,0,0,1
2.59,1198,20,0,5,7,7,6,0,0,0,0,1,0,0,0,0,1
2.89,1189,18,0,7,5,10,6,0,2,1,0,0,1,0,0,0,1
2.7,1435,18,0,7,6,9,10,1,1,0,0,1,0,0,0,0,1
2.93,1290,18,0,3,7,8,4,0,3,1,0,0,0,0,1,0,1
3.56,901,17,1,5,8,8,5,0,1,0,0,0,0,1,0,0,0
2.9,1319,19,1,4,5,5,7,0,0,1,0,0,0,0,0,1,0
3.18,1304,17,0,7,6,5,9,0,1,0,0,0,0,0,0,1,1
2.68,1377,18,1,8,4,7,8,0,1,0,0,0,0,1,0,0,0
3.81,1059,18,0,4,6,7,4,0,0,0,0,0,0,0,0,1,1
2.93,1248,17,1,8,9,5,10,0,3,0,0,0,1,0,0,0,1
3.96,1216,18,1,5,5,8,7,0,1,0,0,0,0,0,0,1,1
3.23,1056,19,1,8,6,6,5,0,1,1,1,0,0,0,0,0,0
2.5,1342,18,0,6,4,9,5,0,0,1,0,0,0,0,0,1,0
3.11,1163,22,1,6,5,6,7,0,0,0,0,0,0,0,1,0,0
2.67,1372,19,0,9,3,6,10,0,1,1,0,0,0,0,1,0,1
3.49,1088,18,0,10,7,5,7,0,1,1,0,1,0,0,0,0,1
3.07,980,18,1,3,7,5,10,0,0,0,0,0,0,0,1,0,0
3.28,1163,18,0,8,7,9,8,0,0,1,0,0,1,0,0,0,1
3.02,1234,18,0,7,7,7,4,1,1,0,1,0,0,0,0,0,1
2.92,1119,17,0,8,7,7,9,0,2,0,0,0,0,0,1,0,1
2.71,800,23,0,4,3,10,5,0,0,0,0,1,0,0,0,0,0
3.62,1257,18,0,4,5,4,5,0,1,1,0,0,0,0,0,1,1
3.11,1256,18,1,5,2,8,7,0,0,0,1,0,0,0,0,0,0
3.04,1303,18,1,7,6,3,6,0,1,0,1,0,0,0,0,0,0
3.1,1142,18,1,5,5,6,8,0,1,0,0,1,0,0,0,0,0
2.86,1134,19,0,6,6,4,8,0,0,0,0,0,0,1,0,0,0
3.04,1416,18,0,8,10,8,6,0,1,0,0,1,0,0,0,0,1
3.3,963,17,1,10,8,3,10,1,0,0,0,0,0,0,1,0,0
2.68,1162,17,1,8,10,6,6,0,0,0,0,0,0,0,1,0,0
2.76,1221,20,1,8,8,4,4,0,1,0,1,0,0,0,0,0,0
3.89,1290,18,1,6,6,5,7,0,1,0,0,0,0,1,0,0,1
3.02,1225,23,1,5,6,5,6,0,2,1,1,0,0,0,0,0,0
2.92,1061,17,0,6,8,9,7,0,0,1,0,1,0,0,0,0,1
2.53,1375,17,0,6,7,6,8,0,2,0,0,0,0,0,1,0,1
3.63,1200,17,0,4,6,10,6,0,0,0,0,0,0,1,0,0,1
2.67,949,18,1,8,9,10,10,0,0,1,1,0,0,0,0,0,0
3.19,1231,18,1,10,7,10,7,0,1,0,1,0,0,0,0,0,1
2.35,1271,17,0,7,4,6,6,0,1,1,0,0,1,0,0,0,0
3.61,1494,18,1,9,6,7,8,0,3,0,0,0,0,0,0,1,1
3.79,1261,18,1,9,7,7,6,0,1,0,0,0,0,0,0,1,1
3.44,977,17,0,4,6,6,7,0,0,0,1,0,0,0,0,0,0
2.43,982,18,1,3,6,7,4,0,3,0,1,0,0,0,0,0,0
3.62,1388,19,0,6,6,5,5,1,0,0,1,0,0,0,0,0,1
2.79,1079,17,0,7,3,3,9,0,0,0,0,0,1,0,0,0,0
2.61,967,17,0,4,3,8,4,0,1,1,0,0,0,0,0,1,0
3.01,1350,18,0,9,5,6,6,1,3,0,0,0,0,0,1,0,1
3.0,1128,19,0,10,6,5,7,0,2,0,0,1,0,0,0,0,1
2.95,1342,19,0,7,4,5,9,0,1,0,0,0,1,0,0,0,1
3.84,1062,18,1,5,4,10,6,0,2,0,0,0,1,0,0,0,1
4.0,1421,17,0,7,6,7,8,0,1,0,0,0,1,0,0,0,1
2.52,1330,20,0,5,9,3,6,0,2,0,0,1,0,0,0,0,1
2.86,1091,25,0,9,8,4,2,0,0,0,0,0,1,0,0,0,0
3.27,950,18,0,6,8,6,7,0,0,0,0,0,0,1,0,0,0
3.01,1545,24,1,8,4,7,6,0,0,0,0,0,0,1,0,0,1
3.4,1168,18,1,8,6,5,7,0,2,1,0,0,1,0,0,0,1
3.66,1085,19,0,8,9,6,5,0,2,1,0,1,0,0,0,0,1
3.57,1407,18,1,10,3,7,5,1,1,1,0,0,1,0,0,0,1
3.5,1341,18,1,7,6,7,9,1,0,1,0,0,0,0,0,1,1
4.0,1377,17,1,5,7,2,6,0,0,0,1,0,0,0,0,0,1
2.41,1185,19,0,2,3,7,3,0,2,1,0,0,0,0,0,1,0
3.94,1482,22,1,2,7,3,7,0,0,0,0,0,0,0,1,0,1
2.99,1003,18,1,8,10,6,8,0,2,0,0,0,1,0,0,0,0
3.59,1117,18,1,6,9,5,8,0,0,0,0,0,1,0,0,0,1
2.69,1258,17,1,5,6,4,5,0,1,1,1,0,0,0,0,0,0
2.75,1375,17,1,4,8,8,7,0,1,0,0,0,1,0,0,0,1
3.53,1299,17,1,8,3,4,8,0,2,0,0,1,0,0,0,0,1
2.24,1187,18,0,5,7,5,8,0,1,1,1,0,0,0,0,0,0
3.69,1128,22,1,10,6,8,8,0,1,0,0,0,0,0,1,0,1
3.83,1376,17,1,10,6,5,8,0,1,0,1,0,0,0,0,0,1
3.29,1314,17,0,5,7,5,5,0,3,0,0,0,0,1,0,0,1
3.27,1068,18,0,8,7,6,2,0,1,1,0,1,0,0,0,0,1
2.78,1064,17,1,7,4,8,9,0,0,1,0,0,0,1,0,0,0
3.54,1118,20,0,5,5,9,5,0,1,1,1,0,0,0,0,0,1
3.37,1098,18,1,5,6,5,6,1,1,0,0,0,0,0,1,0,0
2.74,1354,17,0,6,3,5,8,0,2,0,0,0,0,0,1,0,0
3.0,1265,17,0,4,7,6,7,0,0,0,1,0,0,0,0,0,1
3.12,1283,17,1,9,8,7,8,0,0,0,1,0,0,0,0,0,1
3.0,1228,18,1,6,9,5,10,0,3,0,0,1,0,0,0,0,1
2.52,1235,17,0,4,7,8,8,1,3,0,0,0,1,0,0,0,0
3.55,962,18,1,6,10,5,5,0,1,1,1,0,0,0,0,0,0
3.08,1319,18,0,7,6,3,4,1,0,1,0,0,0,1,0,0,1
3.21,1115,17,0,5,4,8,8,0,0,0,0,1,0,0,0,0,1
2.91,1195,17,1,3,6,8,7,0,0,0,0,0,0,0,1,0,0
3.44,1129,18,0,7,6,9,4,0,1,0,0,0,0,0,1,0,1
3.3,1221,18,0,4,8,3,9,1,0,0,0,0,0,1,0,0,1
3.81,1285,22,0,5,7,5,8,1,2,0,0,1,0,0,0,0,1
3.44,1048,17,0,7,7,6,6,0,0,0,1,0,0,0,0,0,1
3.1,1237,17,1,5,8,10,10,0,1,1,0,0,0,1,0,0,1
2.83,1132,17,0,6,6,6,9,0,1,0,1,0,0,0,0,0,0
3.63,1398,18,1,9,8,4,5,0,1,0,0,0,0,1,0,0,1
3.06,1032,18,0,6,7,7,9,0,1,1,1,0,0,0,0,0,1
3.11,1049,19,0,10,7,9,7,0,1,1,0,0,0,0,0,1,1
3.11,1146,18,0,8,6,9,10,0,2,0,0,0,1,0,0,0,1
3.0,1061,17,1,5,4,8,8,0,2,1,0,0,0,1,0,0,0
3.12,1166,18,0,6,6,7,7,0,0,0,0,0,0,0,0,1,1
4.0,1120,21,0,4,6,2,7,0,0,1,1,0,0,0,0,0,1
2.68,1213,18,1,8,5,7,4,1,2,0,0,0,0,0,0,1,0
2.79,1351,18,1,9,4,7,5,0,1,0,0,1,0,0,0,0,1
3.89,1210,23,1,6,5,6,7,0,3,1,0,0,0,0,0,1,1
3.01,1224,19,0,3,6,8,4,0,1,0,0,1,0,0,0,0,1
2.97,1041,19,0,7,4,6,7,0,0,0,0,1,0,0,0,0,1
3.72,1179,17,1,5,4,6,5,0,1,1,0,0,0,0,1,0,0
2.49,1136,18,1,5,2,9,6,0,1,0,0,1,0,0,0,0,0
3.61,1302,17,0,7,7,6,8,0,1,0,0,0,1,0,0,0,1
3.22,1085,18,1,9,8,7,5,0,2,1,0,0,1,0,0,0,0
3.43,1070,17,1,8,7,8,7,1,1,1,1,0,0,0,0,0,1
3.42,1247,19,1,7,6,4,7,0,0,1,1,0,0,0,0,0,1
2.89,1497,19,0,6,4,4,4,0,2,1,0,0,0,0,0,1,1
3.73,1173,18,0,4,2,9,8,0,1,1,0,0,0,0,1,0,1
2.92,1225,17,0,7,6,5,8,0,1,1,0,1,0,0,0,0,1
3.4,1342,17,1,8,8,8,8,0,1,0,0,0,0,0,0,1,1
3.82,1276,19,1,5,5,3,10,0,1,0,1,0,0,0,0,0,1
3.89,1277,18,0,6,9,1,6,1,1,0,0,0,0,0,0,1,1
3.07,1185,19,0,9,5,7,3,0,1,0,1,0,0,0,0,0,1
3.43,1188,18,0,6,9,6,5,0,2,0,0,0,0,0,0,1,1
3.02,1086,18,0,6,5,7,8,0,0,1,0,0,1,0,0,0,0
4.0,1272,19,1,6,1,10,6,0,1,0,0,1,0,0,0,0,1
3.59,1269,18,1,8,8,4,4,0,1,1,0,0,0,0,0,1,1
3.24,1307,18,1,7,5,7,3,0,0,0,0,0,0,0,1,0,0
3.36,1126,19,0,7,3,9,9,0,2,0,0,0,1,0,0,0,1
3.4,1324,17,0,10,7,4,8,0,0,0,0,0,0,1,0,0,1
3.42,1370,17,1,6,5,5,6,0,0,1,0,0,0,0,1,0,1
3.08,1017,18,0,5,4,3,10,0,1,0,0,0,0,0,0,1,0
3.0,1155,17,0,9,9,10,10,0,0,0,0,0,1,0,0,0,1
3.12,1376,19,0,7,6,2,9,0,2,0,0,0,1,0,0,0,1
2.63,1102,19,1,5,4,8,8,0,1,0,1,0,0,0,0,0,0
3.56,1279,20,1,6,6,4,8,0,0,0,0,0,1,0,0,0,1
2.8,1201,18,1,4,10,4,8,0,3,0,0,0,0,0,0,1,0
2.67,1249,17,0,7,7,9,10,0,0,1,0,0,0,1,0,0,1
3.19,1205,17,0,4,5,5,5,0,1,0,0,0,0,0,0,1,0
3.13,1311,19,1,8,8,8,6,0,2,0,0,0,0,1,0,0,1
3.32,1046,17,0,5,6,9,6,0,1,1,1,0,0,0,0,0,1
2.92,1063,18,0,4,5,7,8,0,3,1,1,0,0,0,0,0,0
3.0,1419,19,0,9,5,8,10,0,2,1,0,0,0,0,1,0,1
3.55,1515,18,1,10,8,7,7,0,3,0,0,0,0,0,0,1,1
3.52,1199,18,1,7,7,7,8,0,0,1,0,0,1,0,0,0,1
3.49,1457,18,0,6,9,5,8,1,1,0,0,0,0,0,1,0,1
3.22,1084,20,1,5,7,10,7,0,2,0,0,0,0,0,1,0,0
3.28,1120,17,0,7,10,8,6,1,3,0,0,0,0,0,1,0,1
3.32,1418,22,0,8,8,8,7,0,3,0,0,1,0,0,0,0,1
2.87,1320,18,1,7,6,8,5,0,2,0,1,0,0,0,0,0,0
3.94,1440,25,0,8,6,5,5,0,2,1,1,0,0,0,0,0,1
3.87,1270,17,1,10,10,8,7,0,0,1,0,0,0,0,1,0,1
3.6,1048,17,1,4,9,10,6,0,0,1,1,0,0,0,0,0,1
2.99,1233,19,1,7,10,4,10,0,0,0,0,1,0,0,0,0,1
3.47,1380,20,0,3,4,8,7,0,0,1,0,0,1,0,0,0,1
3.69,1180,18,1,5,3,7,9,0,0,0,0,0,0,1,0,0,1
2.59,1157,19,1,8,5,5,4,0,0,0,0,1,0,0,0,0,0
4.0,1272,20,1,6,7,4,4,0,0,1,0,0,1,0,0,0,1
2.33,1116,17,1,3,5,9,6,1,3,1,0,0,1,0,0,0,0
3.55,1244,18,1,9,7,7,8,0,0,0,0,1,0,0,0,0,1
3.93,1209,20,1,5,6,6,6,0,0,0,0,0,0,0,0,1,1
3.14,1126,18,0,8,3,8,6,1,2,0,0,0,0,0,0,1,1
3.12,1347,18,0,8,7,6,8,0,2,1,0,0,0,0,1,0,1
3.53,1296,19,1,5,7,5,6,0,0,1,0,1,0,0,0,0,1
4.0,1146,18,0,8,9,7,5,0,0,0,0,0,0,0,1,0,1
3.06,1197,17,0,7,7,6,8,0,0,0,0,0,0,1,0,0,1
2.81,1159,23,0,7,8,3,4,1,0,0,0,0,1,0,0,0,0
2.99,1104,18,0,6,5,5,6,0,0,0,0,0,0,1,0,0,0
2.42,945,19,1,4,7,4,7,0,1,0,0,0,0,0,1,0,0
3.65,1127,19,0,6,8,3,8,0,2,0,0,0,1,0,0,0,1
2.94,1106,17,1,6,8,7,8,0,1,1,0,0,0,0,1,0,0
3.1,1217,17,0,8,6,5,8,0,1,0,1,0,0,0,0,0,1
3.65,1266,18,1,3,7,9,6,0,0,0,0,0,0,0,1,0,1
3.01,1079,18,0,9,8,3,8,0,1,1,0,0,0,0,1,0,1
3.58,1256,18,1,10,9,6,8,0,1,0,0,0,0,1,0,0,1
2.68,1056,18,1,5,5,5,8,0,1,1,1,0,0,0,0,0,0
3.68,1181,18,0,9,4,3,5,0,3,0,0,0,0,1,0,0,1
3.37,1109,17,1,4,5,7,8,0,0,0,0,0,0,0,1,0,0
3.16,1311,18,1,9,7,4,6,0,3,0,0,0,0,1,0,0,1
3.27,1217,18,1,5,7,7,7,0,3,0,0,0,1,0,0,0,1
2.56,1183,18,0,9,8,8,7,1,0,1,0,1,0,0,0,0,1
3.25,1106,17,0,4,8,7,10,0,0,0,0,0,0,0,1,0,1
3.13,1150,18,1,9,3,7,5,0,0,1,0,0,0,0,1,0,0
2.57,1474,17,1,9,6,9,9,0,1,1,0,0,1,0,0,0,1
2.86,1124,18,0,4,7,6,9,0,0,0,1,0,0,0,0,0,0
3.14,1271,19,0,10,9,5,8,0,0,1,0,0,0,0,1,0,1
2.9,1183,17,1,9,6,5,5,0,3,0,0,0,0,0,1,0,0
2.0,1267,18,0,3,9,5,10,0,0,0,0,0,0,0,0,1,0
3.74,1325,18,1,6,8,4,6,0,0,1,0,1,0,0,0,0,1
3.13,1146,17,0,9,7,8,8,0,2,0,1,0,0,0,0,0,1
2.06,1306,17,1,8,6,8,7,0,2,1,0,0,0,1,0,0,0
4.0,1600,22,1,7,6,3,6,1,0,1,1,0,0,0,0,0,1
3.82,1285,18,0,8,7,5,8,0,0,1,0,0,0,1,0,0,1
3.03,1442,25,0,5,6,4,10,0,2,1,0,1,0,0,0,0,1
2.78,1272,18,1,7,9,7,7,0,2,0,0,1,0,0,0,0,1
3.4,1060,18,1,5,8,9,10,0,3,0,0,0,0,0,0,1,1
3.3,1241,18,1,7,9,7,6,0,0,0,0,0,1,0,0,0,1
3.47,1150,18,0,9,4,5,7,1,2,1,0,0,0,0,1,0,1
2.78,1110,17,1,8,4,6,4,0,1,0,0,0,0,1,0,0,0
3.75,1189,18,1,7,7,4,5,0,3,1,0,0,1,0,0,0,1
2.96,1176,18,1,8,6,4,6,0,1,1,0,1,0,0,0,0,0
3.54,1041,17,1,9,7,8,6,0,1,0,0,0,0,1,0,0,1
2.8,1600,17,0,10,4,9,5,0,0,0,0,0,0,0,1,0,1
4.0,1321,17,0,9,4,5,5,0,0,0,0,0,1,0,0,0,1
3.55,1236,18,0,8,7,7,6,0,1,1,1,0,0,0,0,0,1
4.0,1213,18,1,8,5,8,9,0,0,1,0,0,1,0,0,0,1
3.61,1380,20,0,7,8,3,4,0,1,0,0,0,0,0,1,0,1
2.92,1511,17,1,6,5,4,2,1,0,1,0,1,0,0,0,0,1
3.61,1302,17,1,8,5,10,3,0,2,0,0,0,0,0,0,1,1
3.65,1218,18,1,8,2,5,5,0,0,0,0,0,0,0,0,1,0
3.39,1420,20,0,7,9,6,8,0,2,0,1,0,0,0,0,0,1
3.52,1221,17,1,6,8,5,6,0,2,0,0,0,0,0,0,1,1
3.58,1265,18,0,6,4,3,6,0,0,0,0,0,0,1,0,0,1
2.7,1350,18,1,6,3,7,6,0,0,1,1,0,0,0,0,0,0
2.67,1142,17,0,9,5,6,3,1,2,1,1,0,0,0,0,0,0
2.8,888,18,0,9,8,7,8,0,0,0,0,0,0,0,1,0,0
3.26,1134,17,1,9,5,6,9,0,0,1,0,0,0,0,1,0,1
3.09,1315,20,1,4,6,6,6,0,0,0,0,1,0,0,0,0,1
2.71,1305,18,0,6,8,5,7,0,1,1,0,1,0,0,0,0,1
3.59,1401,18,0,6,5,5,7,0,0,0,0,0,0,0,1,0,1
3.34,1140,18,0,5,5,5,4,0,3,0,1,0,0,0,0,0,0
3.28,1437,18,1,10,7,5,6,0,2,0,0,0,0,0,0,1,1
3.07,1227,18,0,7,6,5,10,1,2,1,0,0,0,0,0,1,1
3.01,1290,17,1,7,5,8,6,0,0,0,0,1,0,0,0,0,1
2.78,1335,18,0,6,8,7,7,0,3,0,0,0,0,1,0,0,1
3.67,992,17,1,8,8,7,5,0,1,0,0,1,0,0,0,0,1
2.85,1049,18,1,10,8,10,6,1,2,0,0,1,0,0,0,0,1
3.3,1044,17,0,7,6,5,8,0,1,0,1,0,0,0,0,0,1
4.0,1360,18,1,6,3,9,5,0,0,0,0,1,0,0,0,0,1
3.03,1154,17,1,6,7,6,10,1,2,0,0,0,0,0,1,0,0
3.68,1504,22,1,6,4,7,3,0,1,0,0,0,1,0,0,0,1
3.48,1200,18,1,6,2,8,5,0,3,0,0,0,0,0,1,0,0
3.36,979,18,1,5,6,6,4,0,0,0,0,0,1,0,0,0,0
3.42,1099,21,1,5,7,4,9,0,3,0,0,0,0,0,1,0,0
3.15,1217,18,1,6,10,5,6,0,0,0,0,0,0,0,1,0,1
3.22,1277,23,0,7,4,2,6,1,0,0,0,0,0,1,0,0,1
2.93,1052,17,1,6,8,8,7,1,1,0,0,0,0,0,1,0,0
3.22,1285,18,1,9,3,8,9,0,1,0,0,0,0,1,0,0,1
2.91,1325,18,0,7,9,10,7,0,2,0,0,0,1,0,0,0,1
3.7,1103,20,1,8,5,7,9,0,1,0,0,1,0,0,0,0,1
2.35,1495,17,1,8,6,8,6,0,0,0,0,0,0,0,1,0,0
3.44,1120,22,1,7,6,6,5,0,1,0,0,0,0,1,0,0,0
3.37,1050,18,0,7,8,7,7,0,0,0,0,0,0,1,0,0,1
3.32,970,19,0,5,4,9,5,0,1,0,0,0,0,0,0,1,0
3.71,1383,18,1,8,6,7,8,0,0,0,0,0,0,1,0,0,1
3.06,1203,17,0,6,5,5,6,1,0,0,0,0,0,1,0,0,1
3.33,1128,21,1,5,10,6,6,0,3,0,0,0,1,0,0,0,0
2.34,978,22,0,9,4,8,2,0,0,1,0,0,0,1,0,0,0
2.99,1141,18,1,4,1,6,6,1,1,0,0,0,0,1,0,0,0
3.63,1557,17,1,10,10,8,6,1,0,0,0,0,0,0,1,0,1
2.53,878,17,1,10,7,10,9,0,0,0,0,0,1,0,0,0,0
3.28,1105,18,0,6,5,8,8,0,1,0,0,0,1,0,0,0,1
2.86,1468,17,0,10,6,8,7,0,1,0,0,0,1,0,0,0,1
3.14,1387,18,1,5,5,7,3,0,1,0,1,0,0,0,0,0,0
2.89,1114,18,1,8,3,5,6,0,2,1,0,0,0,0,0,1,0
2.58,1230,19,1,7,6,5,9,1,2,1,0,0,0,1,0,0,0
3.39,1269,17,0,3,6,5,6,1,2,0,0,0,0,0,1,0,1
3.18,1220,18,1,5,7,8,4,0,1,0,1,0,0,0,0,0,0
3.51,1467,18,1,6,5,6,9,0,1,0,0,0,1,0,0,0,1
3.6,1250,18,1,8,5,6,3,0,1,0,0,0,1,0,0,0,1
3.81,1370,18,0,6,6,7,6,0,2,0,0,0,0,1,0,0,1
3.27,1227,18,0,6,5,5,8,0,1,0,0,0,0,1,0,0,1
3.83,895,18,1,8,9,5,7,1,0,0,0,1,0,0,0,0,1
2.71,1021,19,0,7,8,7,4,0,0,0,0,0,0,0,1,0,0
3.65,1052,18,1,6,5,6,5,0,0,0,0,0,0,1,0,0,0
3.43,1162,22,0,6,8,6,5,0,0,0,1,0,0,0,0,0,1
3.32,1511,19,0,8,4,4,8,0,0,1,1,0,0,0,0,0,1
3.42,1254,19,0,6,6,6,7,1,1,1,0,0,0,0,1,0,1
2.72,1184,17,1,4,9,10,6,0,0,1,0,0,0,1,0,0,0
2.6,1385,18,0,6,8,6,7,0,1,0,0,1,0,0,0,0,1
4.0,982,18,0,8,7,4,5,1,2,0,0,0,0,0,0,1,1
3.12,1126,17,0,6,6,8,8,0,0,0,0,0,0,1,0,0,1
3.11,1104,18,0,5,6,8,7,0,0,0,1,0,0,0,0,0,1
2.65,1259,17,0,4,4,7,6,0,0,0,0,0,0,0,0,1,0
2.46,1334,18,0,6,6,4,6,0,1,0,0,1,0,0,0,0,1
3.16,1270,18,0,7,7,4,6,0,1,0,0,0,1,0,0,0,1
3.03,1273,18,0,4,6,3,8,0,1,0,0,1,0,0,0,0,1
3.2,1145,24,0,6,6,7,7,0,0,0,0,0,0,0,0,1,1
3.24,1248,18,0,4,5,9,6,0,1,0,0,1,0,0,0,0,1
4.0,1074,18,1,6,5,7,5,1,2,0,0,0,0,1,0,0,1
3.03,1301,18,1,10,5,10,8,0,0,1,0,1,0,0,0,0,1
3.99,1124,20,0,7,6,6,8,1,2,0,1,0,0,0,0,0,1
4.0,1031,18,1,3,8,6,5,0,1,0,0,0,0,0,0,1,0
3.58,1205,18,1,7,5,7,6,0,0,0,0,0,1,0,0,0,1
3.08,913,17,0,9,7,6,6,0,1,1,0,0,0,0,1,0,0
2.52,1421,18,1,4,7,7,4,0,0,0,0,1,0,0,0,0,0
3.44,1319,17,0,4,8,5,7,0,0,0,1,0,0,0,0,0,1
3.71,1250,19,0,7,7,4,3,0,0,0,1,0,0,0,0,0,1
4.0,956,19,0,6,4,3,4,0,0,1,0,0,0,0,0,1,0
2.73,1094,19,0,9,10,7,5,1,0,0,0,0,0,0,0,1,1
3.08,1206,19,0,6,8,5,5,0,2,0,0,0,0,0,0,1,1
2.73,1160,18,1,8,7,4,7,0,3,0,1,0,0,0,0,0,0
2.88,946,19,0,10,5,5,7,0,1,1,0,0,0,1,0,0,0
